"Election","state_code","state_name","MP_Constituency","Constituency","MP_AC","State_AC","Polling_Station_No","Candidate_Name","Party_Name","No_of_Votes"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","218","RADHAKRISHNAN, C.P.","BJP","160"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","219","RADHAKRISHNAN, C.P.","BJP","275"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","220","RADHAKRISHNAN, C.P.","BJP","307"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","221","RADHAKRISHNAN, C.P.","BJP","119"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","222","RADHAKRISHNAN, C.P.","BJP","297"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","223","RADHAKRISHNAN, C.P.","BJP","311"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","224","RADHAKRISHNAN, C.P.","BJP","137"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","225","RADHAKRISHNAN, C.P.","BJP","216"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","226","RADHAKRISHNAN, C.P.","BJP","207"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","227","RADHAKRISHNAN, C.P.","BJP","331"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","228","RADHAKRISHNAN, C.P.","BJP","233"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","229","RADHAKRISHNAN, C.P.","BJP","188"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","230","RADHAKRISHNAN, C.P.","BJP","247"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","231","RADHAKRISHNAN, C.P.","BJP","231"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","232","RADHAKRISHNAN, C.P.","BJP","218"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","233","RADHAKRISHNAN, C.P.","BJP","108"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","234","RADHAKRISHNAN, C.P.","BJP","207"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","235","RADHAKRISHNAN, C.P.","BJP","130"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","236","RADHAKRISHNAN, C.P.","BJP","162"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","237","RADHAKRISHNAN, C.P.","BJP","171"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","238","RADHAKRISHNAN, C.P.","BJP","104"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","239","RADHAKRISHNAN, C.P.","BJP","142"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","240","RADHAKRISHNAN, C.P.","BJP","171"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","241","RADHAKRISHNAN, C.P.","BJP","149"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","242","RADHAKRISHNAN, C.P.","BJP","99"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","243","RADHAKRISHNAN, C.P.","BJP","84"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","244","RADHAKRISHNAN, C.P.","BJP","132"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","245","RADHAKRISHNAN, C.P.","BJP","138"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","246","RADHAKRISHNAN, C.P.","BJP","155"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","247","RADHAKRISHNAN, C.P.","BJP","154"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","248","RADHAKRISHNAN, C.P.","BJP","132"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","249","RADHAKRISHNAN, C.P.","BJP","135"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","250","RADHAKRISHNAN, C.P.","BJP","146"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","251","RADHAKRISHNAN, C.P.","BJP","159"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","252","RADHAKRISHNAN, C.P.","BJP","93"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","253","RADHAKRISHNAN, C.P.","BJP","145"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","254","RADHAKRISHNAN, C.P.","BJP","224"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","255","RADHAKRISHNAN, C.P.","BJP","74"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","256","RADHAKRISHNAN, C.P.","BJP","178"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","257","RADHAKRISHNAN, C.P.","BJP","106"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","258","RADHAKRISHNAN, C.P.","BJP","188"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","259","RADHAKRISHNAN, C.P.","BJP","164"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","260","RADHAKRISHNAN, C.P.","BJP","183"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","261","RADHAKRISHNAN, C.P.","BJP","141"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","262","RADHAKRISHNAN, C.P.","BJP","196"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","263","RADHAKRISHNAN, C.P.","BJP","139"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","264","RADHAKRISHNAN, C.P.","BJP","254"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","265","RADHAKRISHNAN, C.P.","BJP","284"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","266","RADHAKRISHNAN, C.P.","BJP","229"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","267","RADHAKRISHNAN, C.P.","BJP","232"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","268","RADHAKRISHNAN, C.P.","BJP","213"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","269","RADHAKRISHNAN, C.P.","BJP","169"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","270","RADHAKRISHNAN, C.P.","BJP","164"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","271","RADHAKRISHNAN, C.P.","BJP","158"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","272","RADHAKRISHNAN, C.P.","BJP","113"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","273","RADHAKRISHNAN, C.P.","BJP","250"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","274","RADHAKRISHNAN, C.P.","BJP","208"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","275","RADHAKRISHNAN, C.P.","BJP","215"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","276","RADHAKRISHNAN, C.P.","BJP","316"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","277","RADHAKRISHNAN, C.P.","BJP","285"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","278","RADHAKRISHNAN, C.P.","BJP","189"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","279","RADHAKRISHNAN, C.P.","BJP","243"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","280","RADHAKRISHNAN, C.P.","BJP","185"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","281","RADHAKRISHNAN, C.P.","BJP","206"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","282","RADHAKRISHNAN, C.P.","BJP","148"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","283","RADHAKRISHNAN, C.P.","BJP","192"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","284","RADHAKRISHNAN, C.P.","BJP","170"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","285","RADHAKRISHNAN, C.P.","BJP","213"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","286","RADHAKRISHNAN, C.P.","BJP","164"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","287","RADHAKRISHNAN, C.P.","BJP","266"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","288","RADHAKRISHNAN, C.P.","BJP","101"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","289","RADHAKRISHNAN, C.P.","BJP","278"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","290","RADHAKRISHNAN, C.P.","BJP","289"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","291","RADHAKRISHNAN, C.P.","BJP","192"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","292","RADHAKRISHNAN, C.P.","BJP","183"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","293","RADHAKRISHNAN, C.P.","BJP","101"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","294","RADHAKRISHNAN, C.P.","BJP","165"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","295","RADHAKRISHNAN, C.P.","BJP","130"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","296","RADHAKRISHNAN, C.P.","BJP","100"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","297","RADHAKRISHNAN, C.P.","BJP","169"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","298","RADHAKRISHNAN, C.P.","BJP","263"
"GE_MN_2019","TN","TAMILNADU","Coimbatore","Palladam","20","115","299","RADHAKRISHNAN, C.P.","BJP","93"
